,GEOID,HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)_Estimate!!Total,"HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)_Estimate!!Total!!Less than $10,000","HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)_Estimate!!Total!!$10,000 to $14,999","HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)_Estimate!!Total!!$15,000 to $19,999","HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)_Estimate!!Total!!$20,000 to $24,999","HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)_Estimate!!Total!!$25,000 to $29,999","HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)_Estimate!!Total!!$30,000 to $34,999","HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)_Estimate!!Total!!$35,000 to $39,999","HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)_Estimate!!Total!!$40,000 to $44,999","HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)_Estimate!!Total!!$45,000 to $49,999","HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)_Estimate!!Total!!$50,000 to $59,999","HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)_Estimate!!Total!!$60,000 to $74,999","HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)_Estimate!!Total!!$75,000 to $99,999","HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)_Estimate!!Total!!$100,000 to $124,999","HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)_Estimate!!Total!!$125,000 to $149,999","HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)_Estimate!!Total!!$150,000 to $199,999","HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)_Estimate!!Total!!$200,000 or more",YEAR
449,13089020200,994.0,65.0,36.0,7.0,16.0,7.0,49.0,7.0,0.0,26.0,92.0,71.0,144.0,97.0,46.0,130.0,201.0,2016.0
450,13089020200,984.0,73.0,21.0,0.0,10.0,8.0,32.0,22.0,0.0,24.0,105.0,81.0,188.0,76.0,40.0,91.0,213.0,2017.0
451,13089020300,1513.0,0.0,23.0,40.0,10.0,19.0,74.0,0.0,68.0,0.0,138.0,243.0,133.0,137.0,56.0,258.0,314.0,2012.0
452,13089020300,1525.0,9.0,20.0,34.0,10.0,19.0,37.0,0.0,61.0,0.0,162.0,236.0,139.0,105.0,99.0,238.0,356.0,2013.0
453,13089020300,1507.0,15.0,18.0,11.0,44.0,26.0,14.0,37.0,69.0,5.0,83.0,142.0,206.0,179.0,99.0,214.0,345.0,2014.0
454,13089020300,1571.0,75.0,19.0,0.0,54.0,38.0,33.0,69.0,55.0,6.0,65.0,129.0,205.0,166.0,99.0,183.0,375.0,2015.0
455,13089020300,1630.0,78.0,17.0,0.0,36.0,28.0,39.0,59.0,67.0,0.0,80.0,134.0,227.0,178.0,143.0,155.0,389.0,2016.0
456,13089020300,1660.0,93.0,10.0,0.0,30.0,18.0,44.0,48.0,59.0,19.0,81.0,88.0,191.0,195.0,157.0,195.0,432.0,2017.0
457,13121006802,460.0,301.0,22.0,49.0,27.0,36.0,8.0,3.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,2012.0
458,13121006802,456.0,268.0,45.0,43.0,30.0,6.0,7.0,19.0,1.0,21.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,2013.0
459,13121006802,457.0,310.0,33.0,37.0,7.0,12.0,7.0,11.0,4.0,12.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,2014.0
460,13121006802,472.0,327.0,37.0,24.0,6.0,8.0,9.0,7.0,13.0,21.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,2015.0
461,13121006802,487.0,315.0,48.0,15.0,24.0,9.0,13.0,11.0,13.0,20.0,0.0,9.0,7.0,3.0,0.0,0.0,0.0,2016.0
462,13121006802,524.0,266.0,71.0,22.0,41.0,20.0,17.0,12.0,13.0,23.0,0.0,10.0,11.0,4.0,0.0,14.0,0.0,2017.0
463,13121006900,1245.0,77.0,109.0,67.0,89.0,107.0,59.0,43.0,60.0,60.0,117.0,142.0,110.0,60.0,33.0,43.0,69.0,2012.0
464,13121006900,1178.0,62.0,122.0,76.0,49.0,68.0,82.0,30.0,45.0,89.0,77.0,106.0,149.0,56.0,55.0,51.0,61.0,2013.0
465,13121006900,1146.0,82.0,151.0,53.0,59.0,78.0,69.0,50.0,38.0,53.0,83.0,93.0,170.0,23.0,34.0,52.0,58.0,2014.0
466,13121006900,1204.0,60.0,141.0,53.0,49.0,76.0,56.0,95.0,65.0,49.0,70.0,101.0,153.0,68.0,32.0,80.0,56.0,2015.0
467,13121006900,1236.0,70.0,129.0,40.0,42.0,76.0,38.0,55.0,93.0,63.0,57.0,66.0,220.0,99.0,41.0,101.0,46.0,2016.0
468,13121006900,1301.0,60.0,60.0,29.0,40.0,77.0,41.0,50.0,109.0,37.0,92.0,82.0,245.0,132.0,55.0,110.0,82.0,2017.0
469,13121007001,1375.0,202.0,149.0,98.0,113.0,32.0,91.0,104.0,51.0,55.0,109.0,120.0,116.0,34.0,40.0,44.0,17.0,2012.0
470,13121007001,1333.0,272.0,133.0,146.0,103.0,42.0,123.0,62.0,48.0,57.0,108.0,63.0,59.0,50.0,26.0,24.0,17.0,2013.0
471,13121007001,1404.0,322.0,93.0,143.0,138.0,77.0,103.0,35.0,41.0,84.0,123.0,53.0,50.0,87.0,16.0,16.0,23.0,2014.0
472,13121007001,1348.0,324.0,108.0,209.0,79.0,106.0,77.0,45.0,39.0,92.0,128.0,11.0,23.0,57.0,15.0,6.0,29.0,2015.0
473,13121007001,1392.0,417.0,45.0,237.0,48.0,101.0,93.0,41.0,67.0,71.0,125.0,47.0,24.0,53.0,0.0,5.0,18.0,2016.0
474,13121007001,1372.0,316.0,41.0,202.0,100.0,127.0,75.0,87.0,69.0,82.0,84.0,73.0,56.0,28.0,18.0,0.0,14.0,2017.0
475,13121007602,989.0,82.0,120.0,84.0,97.0,33.0,67.0,63.0,55.0,36.0,142.0,121.0,58.0,9.0,22.0,0.0,0.0,2012.0
476,13121007602,999.0,121.0,87.0,110.0,62.0,91.0,58.0,80.0,53.0,33.0,108.0,122.0,39.0,0.0,27.0,0.0,8.0,2013.0
477,13121007602,993.0,147.0,88.0,59.0,32.0,89.0,79.0,74.0,103.0,28.0,59.0,149.0,47.0,9.0,21.0,0.0,9.0,2014.0
478,13121007602,973.0,187.0,53.0,44.0,94.0,89.0,72.0,39.0,99.0,32.0,56.0,119.0,59.0,13.0,8.0,0.0,9.0,2015.0
479,13121007602,1030.0,173.0,120.0,42.0,71.0,77.0,63.0,68.0,77.0,30.0,56.0,126.0,54.0,41.0,9.0,0.0,23.0,2016.0
480,13121007602,1026.0,156.0,129.0,26.0,83.0,67.0,71.0,72.0,56.0,49.0,36.0,117.0,76.0,41.0,17.0,8.0,22.0,2017.0
481,13121007802,3187.0,258.0,119.0,90.0,116.0,262.0,181.0,88.0,238.0,161.0,181.0,408.0,483.0,287.0,90.0,61.0,164.0,2012.0
482,13121007802,3227.0,277.0,178.0,156.0,120.0,283.0,156.0,119.0,266.0,162.0,193.0,281.0,497.0,152.0,159.0,71.0,157.0,2013.0
483,13121007802,3153.0,280.0,132.0,166.0,117.0,213.0,260.0,187.0,156.0,190.0,229.0,244.0,385.0,197.0,152.0,70.0,175.0,2014.0
484,13121007802,3299.0,282.0,184.0,174.0,66.0,175.0,234.0,221.0,147.0,193.0,256.0,370.0,427.0,211.0,141.0,69.0,149.0,2015.0
485,13121007802,3326.0,260.0,368.0,144.0,101.0,193.0,190.0,207.0,131.0,166.0,320.0,267.0,369.0,247.0,131.0,98.0,134.0,2016.0
486,13121007802,3442.0,289.0,287.0,203.0,87.0,230.0,154.0,240.0,233.0,77.0,263.0,312.0,350.0,268.0,152.0,87.0,210.0,2017.0
487,13121002300,553.0,142.0,113.0,69.0,72.0,12.0,23.0,11.0,18.0,0.0,45.0,8.0,19.0,21.0,0.0,0.0,0.0,2012.0
488,13121002300,497.0,117.0,95.0,39.0,79.0,32.0,17.0,31.0,0.0,0.0,44.0,11.0,12.0,20.0,0.0,0.0,0.0,2013.0
489,13121002300,508.0,120.0,51.0,61.0,84.0,33.0,31.0,35.0,20.0,0.0,25.0,9.0,22.0,17.0,0.0,0.0,0.0,2014.0
490,13121002300,500.0,104.0,52.0,48.0,72.0,53.0,27.0,28.0,28.0,11.0,26.0,10.0,22.0,19.0,0.0,0.0,0.0,2015.0
491,13121002300,495.0,87.0,38.0,48.0,58.0,57.0,32.0,39.0,25.0,11.0,37.0,15.0,32.0,16.0,0.0,0.0,0.0,2016.0
492,13121002300,534.0,98.0,45.0,52.0,53.0,59.0,19.0,52.0,39.0,13.0,20.0,47.0,27.0,10.0,0.0,0.0,0.0,2017.0
493,13121002100,958.0,182.0,61.0,59.0,84.0,95.0,42.0,63.0,28.0,30.0,45.0,18.0,50.0,85.0,31.0,11.0,74.0,2012.0
494,13121002100,870.0,153.0,56.0,70.0,65.0,71.0,17.0,71.0,30.0,29.0,48.0,27.0,56.0,36.0,33.0,21.0,87.0,2013.0
495,13121002100,907.0,180.0,18.0,72.0,66.0,102.0,21.0,49.0,40.0,17.0,55.0,42.0,85.0,40.0,7.0,26.0,87.0,2014.0
496,13121002100,960.0,160.0,40.0,86.0,50.0,95.0,31.0,74.0,35.0,18.0,23.0,49.0,121.0,44.0,12.0,28.0,94.0,2015.0
497,13121002100,904.0,142.0,44.0,80.0,47.0,76.0,37.0,43.0,50.0,22.0,36.0,57.0,106.0,50.0,21.0,29.0,64.0,2016.0
498,13121002100,871.0,115.0,30.0,84.0,9.0,64.0,31.0,33.0,32.0,23.0,62.0,51.0,132.0,62.0,9.0,44.0,90.0,2017.0
499,13121007806,2180.0,175.0,272.0,158.0,147.0,194.0,150.0,262.0,198.0,141.0,215.0,156.0,75.0,37.0,0.0,0.0,0.0,2012.0
500,13121007806,2175.0,177.0,305.0,181.0,156.0,224.0,146.0,144.0,205.0,127.0,258.0,119.0,114.0,0.0,0.0,0.0,19.0,2013.0
501,13121007806,2208.0,219.0,301.0,208.0,127.0,231.0,164.0,116.0,202.0,155.0,240.0,132.0,76.0,13.0,11.0,0.0,13.0,2014.0
502,13121007806,2280.0,246.0,327.0,239.0,221.0,165.0,112.0,119.0,271.0,205.0,149.0,130.0,52.0,17.0,11.0,0.0,16.0,2015.0
503,13121007806,2312.0,233.0,246.0,332.0,285.0,135.0,131.0,68.0,221.0,268.0,162.0,144.0,16.0,52.0,10.0,0.0,9.0,2016.0
504,13121007806,2294.0,269.0,160.0,201.0,318.0,158.0,121.0,118.0,186.0,218.0,100.0,136.0,140.0,140.0,0.0,12.0,17.0,2017.0
505,13121007805,1288.0,223.0,144.0,98.0,89.0,52.0,119.0,75.0,144.0,50.0,100.0,43.0,60.0,20.0,51.0,9.0,11.0,2012.0
506,13121007805,1248.0,216.0,144.0,93.0,66.0,45.0,34.0,68.0,103.0,70.0,97.0,65.0,105.0,41.0,97.0,4.0,0.0,2013.0
507,13121007805,1217.0,225.0,122.0,77.0,95.0,53.0,51.0,80.0,68.0,80.0,50.0,106.0,63.0,72.0,58.0,8.0,9.0,2014.0
508,13121007805,1161.0,120.0,111.0,91.0,129.0,95.0,62.0,90.0,41.0,81.0,50.0,83.0,44.0,47.0,80.0,18.0,19.0,2015.0
509,13121007805,1182.0,163.0,152.0,97.0,77.0,125.0,124.0,26.0,35.0,60.0,52.0,94.0,41.0,36.0,55.0,27.0,18.0,2016.0
510,13121007805,1195.0,132.0,165.0,51.0,99.0,40.0,174.0,47.0,75.0,55.0,55.0,87.0,56.0,55.0,60.0,20.0,24.0,2017.0
511,13121002800,1017.0,420.0,39.0,51.0,68.0,38.0,70.0,4.0,103.0,5.0,29.0,56.0,80.0,54.0,0.0,0.0,0.0,2012.0
512,13121002800,1138.0,492.0,75.0,49.0,41.0,22.0,71.0,11.0,49.0,35.0,61.0,95.0,62.0,50.0,0.0,25.0,0.0,2013.0
513,13121002800,1224.0,426.0,98.0,73.0,70.0,74.0,46.0,11.0,47.0,29.0,69.0,113.0,98.0,34.0,0.0,36.0,0.0,2014.0
514,13121002800,1245.0,391.0,40.0,145.0,86.0,38.0,68.0,10.0,34.0,26.0,89.0,111.0,103.0,51.0,0.0,40.0,13.0,2015.0
515,13121002800,1308.0,394.0,42.0,161.0,110.0,32.0,61.0,19.0,29.0,32.0,72.0,112.0,89.0,98.0,0.0,42.0,15.0,2016.0
516,13121002800,1389.0,334.0,62.0,145.0,123.0,100.0,43.0,29.0,27.0,46.0,79.0,101.0,85.0,140.0,5.0,50.0,20.0,2017.0
517,13121002600,381.0,47.0,6.0,9.0,117.0,0.0,82.0,54.0,17.0,4.0,5.0,0.0,10.0,10.0,0.0,20.0,0.0,2012.0
518,13121002600,420.0,94.0,13.0,28.0,64.0,0.0,60.0,70.0,29.0,9.0,11.0,0.0,6.0,11.0,0.0,25.0,0.0,2013.0
519,13121002600,457.0,105.0,27.0,48.0,39.0,7.0,67.0,76.0,22.0,7.0,11.0,3.0,15.0,0.0,0.0,30.0,0.0,2014.0
520,13121002600,493.0,96.0,27.0,52.0,38.0,33.0,60.0,63.0,22.0,9.0,14.0,26.0,21.0,0.0,0.0,32.0,0.0,2015.0
521,13121002600,553.0,107.0,84.0,45.0,59.0,37.0,42.0,68.0,5.0,5.0,26.0,30.0,29.0,0.0,0.0,0.0,16.0,2016.0
522,13121002600,595.0,130.0,78.0,36.0,40.0,43.0,61.0,39.0,36.0,6.0,28.0,40.0,20.0,15.0,0.0,0.0,23.0,2017.0
523,13121003000,1511.0,25.0,41.0,13.0,111.0,51.0,68.0,39.0,83.0,16.0,94.0,113.0,231.0,163.0,53.0,121.0,289.0,2012.0
524,13121003000,1590.0,31.0,44.0,40.0,70.0,86.0,70.0,59.0,68.0,74.0,139.0,124.0,223.0,154.0,41.0,93.0,274.0,2013.0
525,13121003000,1661.0,39.0,44.0,35.0,19.0,49.0,71.0,74.0,61.0,99.0,112.0,159.0,238.0,203.0,60.0,82.0,316.0,2014.0
526,13121003000,1715.0,47.0,45.0,23.0,39.0,40.0,65.0,99.0,68.0,80.0,147.0,147.0,296.0,211.0,65.0,98.0,245.0,2015.0
527,13121003000,1762.0,22.0,21.0,27.0,59.0,41.0,67.0,71.0,70.0,76.0,161.0,151.0,321.0,185.0,88.0,126.0,276.0,2016.0
528,13121003000,1770.0,24.0,20.0,30.0,40.0,37.0,58.0,47.0,87.0,43.0,165.0,114.0,285.0,254.0,116.0,89.0,361.0,2017.0
529,13121002400,855.0,117.0,103.0,62.0,149.0,36.0,105.0,13.0,34.0,6.0,36.0,36.0,42.0,63.0,32.0,21.0,0.0,2012.0
530,13121002400,728.0,68.0,90.0,67.0,68.0,60.0,68.0,28.0,48.0,6.0,45.0,35.0,57.0,35.0,44.0,9.0,0.0,2013.0
531,13121002400,736.0,115.0,90.0,52.0,73.0,47.0,50.0,42.0,41.0,23.0,45.0,57.0,50.0,38.0,9.0,0.0,4.0,2014.0
532,13121002400,879.0,118.0,89.0,57.0,83.0,62.0,84.0,56.0,50.0,26.0,36.0,98.0,79.0,18.0,5.0,13.0,5.0,2015.0
533,13121002400,842.0,124.0,66.0,89.0,98.0,44.0,53.0,65.0,40.0,26.0,19.0,102.0,80.0,16.0,4.0,8.0,8.0,2016.0
534,13121002400,878.0,131.0,78.0,93.0,95.0,35.0,40.0,62.0,39.0,29.0,29.0,102.0,72.0,29.0,12.0,23.0,9.0,2017.0
535,13121003200,1259.0,27.0,136.0,86.0,76.0,96.0,90.0,0.0,37.0,66.0,97.0,186.0,175.0,33.0,45.0,89.0,20.0,2012.0
536,13121003200,1251.0,43.0,116.0,67.0,92.0,73.0,96.0,31.0,36.0,97.0,75.0,145.0,140.0,75.0,80.0,42.0,43.0,2013.0
537,13121003200,1279.0,40.0,73.0,81.0,102.0,77.0,80.0,42.0,39.0,83.0,96.0,173.0,139.0,63.0,80.0,55.0,56.0,2014.0
538,13121003200,1261.0,29.0,51.0,68.0,117.0,51.0,43.0,49.0,24.0,78.0,81.0,168.0,171.0,153.0,67.0,47.0,64.0,2015.0
539,13121003200,1188.0,23.0,33.0,48.0,102.0,22.0,34.0,22.0,40.0,82.0,77.0,175.0,160.0,157.0,72.0,76.0,65.0,2016.0
540,13121003200,1161.0,24.0,17.0,23.0,61.0,5.0,32.0,30.0,30.0,77.0,66.0,131.0,167.0,214.0,125.0,71.0,88.0,2017.0
541,13121003100,711.0,129.0,50.0,17.0,16.0,49.0,35.0,34.0,22.0,75.0,57.0,52.0,27.0,50.0,17.0,70.0,11.0,2012.0
542,13121003100,702.0,76.0,55.0,41.0,27.0,34.0,9.0,19.0,58.0,74.0,41.0,68.0,42.0,32.0,53.0,59.0,14.0,2013.0
543,13121003100,774.0,77.0,50.0,65.0,44.0,40.0,16.0,32.0,42.0,65.0,46.0,62.0,45.0,34.0,58.0,79.0,19.0,2014.0
544,13121003100,764.0,87.0,53.0,67.0,37.0,37.0,19.0,45.0,37.0,21.0,43.0,39.0,67.0,48.0,75.0,55.0,34.0,2015.0
545,13121003100,795.0,54.0,32.0,86.0,75.0,43.0,26.0,54.0,48.0,20.0,42.0,41.0,62.0,47.0,77.0,40.0,48.0,2016.0
546,13121003100,833.0,31.0,33.0,65.0,76.0,40.0,70.0,53.0,35.0,32.0,57.0,45.0,67.0,41.0,81.0,50.0,57.0,2017.0
547,13121003500,692.0,69.0,11.0,34.0,63.0,10.0,30.0,21.0,10.0,44.0,102.0,71.0,55.0,42.0,93.0,28.0,9.0,2012.0
548,13121003500,638.0,39.0,30.0,0.0,56.0,16.0,32.0,4.0,17.0,49.0,98.0,64.0,78.0,38.0,84.0,16.0,17.0,2013.0
549,13121003500,593.0,53.0,14.0,19.0,59.0,26.0,34.0,13.0,6.0,10.0,128.0,37.0,105.0,34.0,15.0,19.0,21.0,2014.0
550,13121003500,610.0,86.0,16.0,37.0,48.0,20.0,34.0,14.0,9.0,24.0,116.0,36.0,74.0,38.0,25.0,21.0,12.0,2015.0
551,13121003500,631.0,102.0,14.0,43.0,41.0,16.0,8.0,11.0,3.0,24.0,124.0,31.0,93.0,40.0,29.0,30.0,22.0,2016.0
552,13121003500,562.0,86.0,16.0,44.0,30.0,15.0,0.0,5.0,24.0,34.0,69.0,31.0,72.0,64.0,17.0,28.0,27.0,2017.0
553,13121003800,241.0,80.0,0.0,20.0,35.0,9.0,4.0,19.0,8.0,6.0,13.0,28.0,19.0,0.0,0.0,0.0,0.0,2012.0
554,13121003800,183.0,75.0,8.0,0.0,13.0,7.0,3.0,12.0,7.0,6.0,7.0,29.0,16.0,0.0,0.0,0.0,0.0,2013.0
555,13121003800,202.0,88.0,7.0,0.0,24.0,6.0,8.0,12.0,13.0,6.0,14.0,12.0,12.0,0.0,0.0,0.0,0.0,2014.0
556,13121003800,203.0,81.0,8.0,13.0,31.0,6.0,7.0,12.0,4.0,6.0,18.0,3.0,14.0,0.0,0.0,0.0,0.0,2015.0
557,13121003800,184.0,58.0,11.0,15.0,27.0,6.0,7.0,10.0,20.0,0.0,26.0,4.0,0.0,0.0,0.0,0.0,0.0,2016.0
558,13121003800,171.0,49.0,15.0,0.0,37.0,0.0,12.0,0.0,22.0,0.0,3.0,33.0,0.0,0.0,0.0,0.0,0.0,2017.0
559,13121007808,1302.0,543.0,163.0,49.0,89.0,77.0,65.0,67.0,38.0,114.0,22.0,52.0,0.0,16.0,0.0,0.0,7.0,2012.0
560,13121007808,1314.0,592.0,196.0,70.0,63.0,67.0,89.0,34.0,30.0,80.0,39.0,30.0,0.0,14.0,0.0,0.0,10.0,2013.0
561,13121007808,1333.0,621.0,105.0,137.0,60.0,51.0,102.0,27.0,53.0,116.0,36.0,4.0,3.0,18.0,0.0,0.0,0.0,2014.0
562,13121007808,1390.0,594.0,164.0,151.0,76.0,24.0,108.0,47.0,55.0,91.0,44.0,25.0,5.0,6.0,0.0,0.0,0.0,2015.0
563,13121007808,1454.0,620.0,209.0,172.0,92.0,0.0,74.0,54.0,40.0,59.0,68.0,29.0,8.0,22.0,0.0,0.0,7.0,2016.0
564,13121007808,1451.0,566.0,265.0,163.0,78.0,10.0,74.0,33.0,54.0,0.0,122.0,48.0,9.0,21.0,0.0,0.0,8.0,2017.0
565,13121008000,1779.0,158.0,200.0,58.0,153.0,96.0,75.0,134.0,119.0,104.0,158.0,175.0,167.0,102.0,27.0,27.0,26.0,2012.0
566,13121008000,1842.0,183.0,228.0,63.0,151.0,68.0,93.0,129.0,136.0,82.0,169.0,191.0,179.0,93.0,21.0,29.0,27.0,2013.0
567,13121008000,1864.0,179.0,239.0,81.0,163.0,67.0,143.0,88.0,78.0,112.0,229.0,188.0,134.0,93.0,27.0,29.0,14.0,2014.0
568,13121008000,1844.0,202.0,218.0,58.0,139.0,78.0,185.0,48.0,52.0,134.0,214.0,166.0,170.0,90.0,27.0,48.0,15.0,2015.0
569,13121008000,1869.0,190.0,173.0,96.0,125.0,69.0,166.0,104.0,68.0,108.0,213.0,168.0,199.0,56.0,58.0,50.0,26.0,2016.0
570,13121008000,1915.0,159.0,140.0,179.0,82.0,91.0,164.0,128.0,84.0,108.0,190.0,207.0,187.0,76.0,30.0,71.0,19.0,2017.0
571,13121007807,971.0,227.0,168.0,143.0,66.0,54.0,39.0,42.0,39.0,30.0,32.0,47.0,74.0,0.0,0.0,10.0,0.0,2012.0
572,13121007807,960.0,258.0,149.0,93.0,64.0,22.0,44.0,29.0,59.0,32.0,70.0,60.0,58.0,16.0,0.0,6.0,0.0,2013.0
573,13121007807,983.0,293.0,139.0,109.0,62.0,47.0,77.0,27.0,56.0,0.0,67.0,41.0,34.0,9.0,0.0,22.0,0.0,2014.0
574,13121007807,943.0,250.0,121.0,85.0,80.0,50.0,77.0,40.0,62.0,9.0,50.0,33.0,63.0,10.0,0.0,13.0,0.0,2015.0
575,13121007807,1049.0,289.0,176.0,85.0,78.0,66.0,68.0,56.0,60.0,19.0,46.0,20.0,66.0,8.0,0.0,12.0,0.0,2016.0
576,13121007807,996.0,287.0,117.0,81.0,38.0,77.0,75.0,62.0,45.0,34.0,53.0,36.0,77.0,8.0,0.0,6.0,0.0,2017.0
577,13121007900,2107.0,70.0,85.0,51.0,227.0,72.0,76.0,27.0,87.0,136.0,231.0,242.0,321.0,234.0,91.0,119.0,38.0,2012.0
578,13121007900,2023.0,77.0,95.0,70.0,168.0,34.0,56.0,118.0,80.0,125.0,208.0,274.0,331.0,128.0,63.0,155.0,41.0,2013.0
579,13121007900,2054.0,39.0,58.0,74.0,188.0,42.0,93.0,117.0,83.0,229.0,122.0,282.0,287.0,133.0,105.0,118.0,84.0,2014.0
580,13121007900,2092.0,51.0,61.0,109.0,116.0,37.0,154.0,184.0,87.0,165.0,175.0,256.0,287.0,147.0,109.0,97.0,57.0,2015.0
581,13121007900,2021.0,78.0,97.0,60.0,93.0,37.0,156.0,157.0,118.0,88.0,225.0,191.0,353.0,160.0,80.0,85.0,43.0,2016.0
582,13121007900,2159.0,125.0,130.0,48.0,69.0,28.0,143.0,97.0,136.0,142.0,311.0,194.0,366.0,153.0,87.0,82.0,48.0,2017.0
583,13121008201,2539.0,430.0,337.0,212.0,108.0,199.0,188.0,88.0,143.0,51.0,156.0,122.0,276.0,108.0,71.0,38.0,12.0,2012.0
584,13121008201,2713.0,443.0,416.0,272.0,96.0,253.0,180.0,69.0,92.0,70.0,133.0,88.0,322.0,122.0,98.0,47.0,12.0,2013.0
585,13121008201,2581.0,426.0,339.0,316.0,23.0,308.0,115.0,86.0,155.0,49.0,227.0,89.0,206.0,148.0,54.0,40.0,0.0,2014.0
586,13121008201,2553.0,470.0,293.0,301.0,42.0,413.0,110.0,93.0,125.0,56.0,264.0,108.0,107.0,95.0,43.0,0.0,33.0,2015.0
587,13121008201,2310.0,380.0,233.0,290.0,58.0,328.0,91.0,145.0,148.0,41.0,181.0,148.0,93.0,127.0,31.0,16.0,0.0,2016.0
588,13121008201,2358.0,259.0,170.0,362.0,72.0,277.0,106.0,212.0,170.0,55.0,146.0,166.0,145.0,95.0,29.0,79.0,15.0,2017.0
589,13121008102,2463.0,652.0,303.0,255.0,164.0,215.0,170.0,169.0,62.0,60.0,158.0,108.0,10.0,80.0,25.0,32.0,0.0,2012.0
590,13121008102,2437.0,627.0,243.0,280.0,159.0,174.0,184.0,127.0,156.0,64.0,101.0,97.0,61.0,114.0,40.0,10.0,0.0,2013.0
591,13121008102,2401.0,528.0,250.0,312.0,253.0,162.0,192.0,75.0,223.0,87.0,101.0,133.0,51.0,24.0,3.0,7.0,0.0,2014.0
592,13121008102,2452.0,565.0,310.0,320.0,208.0,102.0,159.0,89.0,102.0,90.0,87.0,294.0,54.0,29.0,6.0,37.0,0.0,2015.0
593,13121008102,2631.0,486.0,335.0,340.0,350.0,146.0,122.0,117.0,100.0,95.0,136.0,240.0,86.0,33.0,19.0,26.0,0.0,2016.0
594,13121008102,2693.0,363.0,376.0,262.0,350.0,241.0,187.0,155.0,15.0,89.0,196.0,262.0,100.0,43.0,17.0,37.0,0.0,2017.0
595,13121004800,474.0,194.0,115.0,13.0,34.0,24.0,29.0,0.0,7.0,0.0,18.0,29.0,11.0,0.0,0.0,0.0,0.0,2012.0
596,13121004800,516.0,231.0,113.0,15.0,56.0,23.0,21.0,7.0,8.0,0.0,19.0,23.0,0.0,0.0,0.0,0.0,0.0,2013.0
597,13121004800,555.0,242.0,79.0,35.0,63.0,10.0,37.0,6.0,15.0,12.0,24.0,6.0,19.0,0.0,0.0,7.0,0.0,2014.0
598,13121004800,590.0,189.0,80.0,43.0,57.0,23.0,33.0,17.0,36.0,12.0,33.0,23.0,32.0,0.0,0.0,12.0,0.0,2015.0
599,13121004800,600.0,175.0,103.0,42.0,46.0,19.0,18.0,22.0,54.0,24.0,25.0,22.0,35.0,0.0,0.0,15.0,0.0,2016.0
600,13121004800,578.0,194.0,82.0,49.0,47.0,30.0,0.0,32.0,57.0,22.0,19.0,29.0,7.0,0.0,0.0,10.0,0.0,2017.0
601,13121005000,943.0,68.0,61.0,30.0,21.0,23.0,64.0,67.0,16.0,71.0,115.0,77.0,126.0,38.0,27.0,83.0,56.0,2012.0
602,13121005000,883.0,38.0,64.0,21.0,31.0,34.0,48.0,31.0,19.0,41.0,135.0,64.0,151.0,49.0,26.0,57.0,74.0,2013.0
603,13121005000,836.0,33.0,20.0,50.0,51.0,43.0,35.0,46.0,16.0,27.0,71.0,70.0,168.0,56.0,15.0,79.0,56.0,2014.0
604,13121005000,876.0,41.0,27.0,34.0,62.0,36.0,42.0,49.0,10.0,18.0,56.0,82.0,155.0,73.0,40.0,81.0,70.0,2015.0
605,13121005000,908.0,47.0,5.0,39.0,72.0,45.0,61.0,38.0,11.0,42.0,76.0,68.0,153.0,63.0,31.0,76.0,81.0,2016.0
606,13121005000,935.0,29.0,7.0,19.0,37.0,75.0,38.0,48.0,24.0,45.0,54.0,53.0,157.0,82.0,62.0,87.0,118.0,2017.0
607,13121003900,538.0,180.0,64.0,40.0,28.0,22.0,32.0,21.0,18.0,54.0,19.0,31.0,18.0,5.0,0.0,6.0,0.0,2012.0
